"X","file","feature","mc","vc","var","fid","context"
1,"largedata/COMET/JRA1/chr1.txt","closed",0.76194052156808,0.0750676853932357,"V1","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
2,"largedata/COMET/JRA1/chr1.txt","closed",0.786037765483831,0.0592398860526578,"V2","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
3,"largedata/COMET/JRA1/chr1.txt","closed",0.787555632000518,0.058775011603088,"V3","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
4,"largedata/COMET/JRA1/chr1.txt","closed",0.787770676239239,0.0588954050461645,"V4","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
5,"largedata/COMET/JRA1/chr1.txt","closed",0.786737741261268,0.0590707608588243,"V5","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
6,"largedata/COMET/JRA1/chr1.txt","closed",0.781322289362496,0.0631168816241438,"V6","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
7,"largedata/COMET/JRA1/chr1.txt","closed",0.772435020412027,0.0682308757962618,"V7","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
8,"largedata/COMET/JRA1/chr1.txt","closed",0.766556011738133,0.071141701196989,"V8","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
9,"largedata/COMET/JRA1/chr1.txt","closed",0.752276410418204,0.0802753775361687,"V9","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
10,"largedata/COMET/JRA1/chr1.txt","closed",0.707454712244478,0.105806239121495,"V10","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
11,"largedata/COMET/JRA1/chr1.txt","up1k",0.613599187478829,0.145079638234838,"V1","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
12,"largedata/COMET/JRA1/chr1.txt","up1k",0.613041845250877,0.144890180517472,"V2","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
13,"largedata/COMET/JRA1/chr1.txt","up1k",0.611081665808532,0.145698165484087,"V3","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
14,"largedata/COMET/JRA1/chr1.txt","up1k",0.609924172042723,0.145675854851149,"V4","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
15,"largedata/COMET/JRA1/chr1.txt","up1k",0.608389938581264,0.146000667549896,"V5","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
16,"largedata/COMET/JRA1/chr1.txt","up1k",0.60615121968813,0.147043309126168,"V6","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
17,"largedata/COMET/JRA1/chr1.txt","up1k",0.604619713308071,0.147544875377417,"V7","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
18,"largedata/COMET/JRA1/chr1.txt","up1k",0.603670780958035,0.148092773494142,"V8","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
19,"largedata/COMET/JRA1/chr1.txt","up1k",0.603155523708802,0.148510185766992,"V9","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
20,"largedata/COMET/JRA1/chr1.txt","up1k",0.604946534174694,0.148070411390107,"V10","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
21,"largedata/COMET/JRA1/chr1.txt","down1k",0.604543632862573,0.148811512644172,"V1","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
22,"largedata/COMET/JRA1/chr1.txt","down1k",0.605132192025588,0.148994829216735,"V2","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
23,"largedata/COMET/JRA1/chr1.txt","down1k",0.603610720526416,0.149400991765165,"V3","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
24,"largedata/COMET/JRA1/chr1.txt","down1k",0.603518005892593,0.149349309581113,"V4","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
25,"largedata/COMET/JRA1/chr1.txt","down1k",0.598496339376768,0.150901513079583,"V5","largedata/lcache/CG_chr1_chromtin_closed_A1.csv","CG"
