"","file","feature","mc","vc","var"
"1","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0894238731326903,0.0500080792600398,"V1"
"2","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0832809297251529,0.0473648759041331,"V2"
"3","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0763268582427012,0.0435418017769631,"V3"
"4","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0769557513498667,0.0442655382944178,"V4"
"5","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0751358332006932,0.0435152084189209,"V5"
"6","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0758265412176909,0.0439410648309143,"V6"
"7","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0770767723122827,0.044763177680876,"V7"
"8","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0789012151341322,0.0453440886573436,"V8"
"9","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0839877952623121,0.0482570168610051,"V9"
"10","largedata/COMET_CHG//JRA1/chr1.txt","exon",0.0942861784166127,0.0533265933780389,"V10"
"11","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.374770022921611,0.140336626153395,"V1"
"12","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.421566889559748,0.141921095164134,"V2"
"13","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.449772593505974,0.141063754463261,"V3"
"14","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.462114909368846,0.140637574461819,"V4"
"15","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.458696505090886,0.143371215443625,"V5"
"16","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.455054415451984,0.142832257870504,"V6"
"17","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.462426943858085,0.140617625033823,"V7"
"18","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.468112652950073,0.138907610105713,"V8"
"19","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.441650017360165,0.139712186814152,"V9"
"20","largedata/COMET_CHG//JRA1/chr1.txt","intron",0.371091264738424,0.142493122021507,"V10"
"21","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.275860237445507,0.123782281821029,"V1"
"22","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.302235607267872,0.125613014424082,"V2"
"23","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.319859827295616,0.125375098922871,"V3"
"24","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.347242128980846,0.125580245114953,"V4"
"25","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.356042912250297,0.124839309690535,"V5"
"26","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.352627985877058,0.125439242532531,"V6"
"27","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.347660307482711,0.126229731374559,"V7"
"28","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.335526163268122,0.127547628752066,"V8"
"29","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.319103664020915,0.128822217294318,"V9"
"30","largedata/COMET_CHG//JRA1/chr1.txt","up1k",0.286178359901218,0.127558537229213,"V10"
"31","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.286846220559513,0.124852066129003,"V1"
"32","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.29932891953738,0.125375272106902,"V2"
"33","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.311027825757104,0.124924382067745,"V3"
"34","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.316207684251395,0.125027107888021,"V4"
"35","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.316471986802418,0.123737820871774,"V5"
"36","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.315449422400007,0.122895034677162,"V6"
"37","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.312453976971333,0.123714484847572,"V7"
"38","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.304503327027674,0.122674967421315,"V8"
"39","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.29676122538612,0.12235460164406,"V9"
"40","largedata/COMET_CHG//JRA1/chr1.txt","down1k",0.278323729018716,0.121501203716034,"V10"
"41","largedata/COMET_CHG//JRA1/chr1.txt","gene",0.137003306953297,0.0759099338033848,"V1"
"42","largedata/COMET_CHG//JRA1/chr1.txt","gene",0.209958977837453,0.109866276174408,"V2"
